direction_id,direction,segment_id,segment_label,upstream_stop_id,downstream_stop_id,day_type,time_band,n,service_days,distance_m,scheduled_runtime_s,median_s,p25_s,p75_s,p90_s,p95_s,max_s,median_speed_mph,baseline_s,baseline_method,baseline_n,slowdown_pct,schedule_overrun_pct,median_ci_low_s,median_ci_high_s,is_target,target_label
0,Fruitvale-bound,2487-5224,19th → 17th,2487,5224,Weekday,Late night,33,33,202.02000000000044,38.0,42.117985,34.310761,49.632265,61.6918766,83.40333559999996,177.895094,10.729521146845011,45.557679,weekday 5–7 a.m. median,318,-7.550195873674781,10.836802631578934,38.917998,45.592394,False,
0,Fruitvale-bound,2487-5224,19th → 17th,2487,5224,Weekday,Midday,1209,44,202.02000000000044,57.0,61.46837,49.709585,75.990046,94.47404519999999,105.21220419999999,201.35147,7.3518430815718885,45.557679,weekday 5–7 a.m. median,318,34.9242791758553,7.839245614035084,60.03729075,63.573025,False,
0,Fruitvale-bound,2487-5224,19th → 17th,2487,5224,Weekday,PM peak,724,44,202.02000000000044,61.0,67.137295,54.0199695,84.13089675,100.71604810000001,110.55403285,205.691219,6.731076006436784,45.557679,weekday 5–7 a.m. median,318,47.36768086890466,10.061139344262294,66.32809325,69.60335549999999,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Saturday,AM peak,58,7,282.8600000000001,58.0,50.567848999999995,36.4393665,65.51735325,75.97675970000002,82.7430995,112.046081,12.516599948170539,40.688299,weekday 5–7 a.m. median,325,24.281059279474903,-12.814053448275875,43.526868,54.6980645,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Saturday,Early AM,14,7,282.8600000000001,47.0,33.153974,26.71240875,36.367588500000004,42.88411580000001,45.7836633,46.81594,19.109626069956736,40.688299,weekday 5–7 a.m. median,325,-18.517178611964102,-29.459629787234043,30.645253,35.130516,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Saturday,Evening,49,7,282.8600000000001,70.0,55.887072,42.203681,69.369934,80.61694700000004,102.99318119999997,122.4924,11.321754644079409,40.688299,weekday 5–7 a.m. median,325,37.35416169646217,-20.161325714285706,52.744364,68.26544100000001,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Saturday,Late night,4,4,282.8600000000001,58.0,34.330796,32.749881,36.4240825,38.3270686,38.961397299999994,39.595726,18.447475764425864,40.688299,weekday 5–7 a.m. median,325,-15.62489255203321,-40.80897241379311,,,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Saturday,Midday,142,7,282.8600000000001,88.0,66.0879385,53.671410249999994,83.599786,113.0916549,123.07482809999995,352.091104,9.575140576798034,40.688299,weekday 5–7 a.m. median,325,62.42492344052035,-24.900069886363628,62.298657500000004,69.76088,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Saturday,PM peak,77,7,282.8600000000001,88.0,67.562415,53.291167,78.802761,107.78321260000001,111.0789896,174.566886,9.365261987156622,40.688299,weekday 5–7 a.m. median,325,66.04875765388965,-23.224528409090905,63.042680000000004,77.566996,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Sunday / holiday,AM peak,70,9,282.8600000000001,47.0,47.333141499999996,35.23584775,65.6782465,80.29431240000001,87.4487884,131.398432,13.370982841980531,40.688299,weekday 5–7 a.m. median,325,16.3310894367936,0.708811702127643,41.761279,60.337419,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Sunday / holiday,Early AM,17,9,282.8600000000001,47.0,32.824708,28.882617,37.706432,48.6191418,53.03929699999998,69.156397,19.27632431520793,40.688299,weekday 5–7 a.m. median,325,-19.32641863450718,-30.160195744680852,29.063655,48.358555,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Sunday / holiday,Evening,82,9,282.8600000000001,58.0,56.501360000000005,42.40684125,67.483809,81.52829030000001,97.82558105000004,233.012717,11.198698353934565,40.688299,weekday 5–7 a.m. median,325,38.86390286308112,-2.5838620689655034,49.024646,66.21087750000001,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Sunday / holiday,Late night,5,5,282.8600000000001,53.0,35.928344,32.147236,37.480282,37.9773286,38.1430108,38.308693,17.611157279055227,40.688299,weekday 5–7 a.m. median,325,-11.698584401377898,-32.2106716981132,29.667663,38.308693,False,
0,Fruitvale-bound,2493-5183,28th → 25th,2493,5183,Sunday / holiday,Midday,193,9,282.8600000000001,76.0,62.098582,48.15912,77.218063,109.94234800000002,127.54075419999992,287.44017,10.189278025060222,40.688299,weekday 5–7 a.m. median,325,52.62024593360366,-18.29133947368421,56.3421095,65.69376550000001,False,
